# color images
# file: 'rgbd_dataset_stable_seq_000_part_0_dif_0.bag'
# timestamp filename
0.000000 rgb/0000.png
1.000000 rgb/0001.png
2.000000 rgb/0002.png
3.000000 rgb/0003.png
4.000000 rgb/0004.png
5.000000 rgb/0005.png
6.000000 rgb/0006.png
7.000000 rgb/0007.png
8.000000 rgb/0008.png
9.000000 rgb/0009.png
10.000000 rgb/0010.png
11.000000 rgb/0011.png
12.000000 rgb/0012.png
13.000000 rgb/0013.png
14.000000 rgb/0014.png
15.000000 rgb/0015.png
16.000000 rgb/0016.png
17.000000 rgb/0017.png
18.000000 rgb/0018.png
19.000000 rgb/0019.png
20.000000 rgb/0020.png
21.000000 rgb/0021.png
22.000000 rgb/0022.png
23.000000 rgb/0023.png
24.000000 rgb/0024.png
25.000000 rgb/0025.png
26.000000 rgb/0026.png
27.000000 rgb/0027.png
28.000000 rgb/0028.png
29.000000 rgb/0029.png
30.000000 rgb/0030.png
31.000000 rgb/0031.png
32.000000 rgb/0032.png
33.000000 rgb/0033.png
34.000000 rgb/0034.png
35.000000 rgb/0035.png
36.000000 rgb/0036.png
37.000000 rgb/0037.png
38.000000 rgb/0038.png
39.000000 rgb/0039.png
40.000000 rgb/0040.png
41.000000 rgb/0041.png
42.000000 rgb/0042.png
43.000000 rgb/0043.png
44.000000 rgb/0044.png
45.000000 rgb/0045.png
46.000000 rgb/0046.png
47.000000 rgb/0047.png
48.000000 rgb/0048.png
49.000000 rgb/0049.png
50.000000 rgb/0050.png
51.000000 rgb/0051.png
52.000000 rgb/0052.png
53.000000 rgb/0053.png
54.000000 rgb/0054.png
55.000000 rgb/0055.png
56.000000 rgb/0056.png
57.000000 rgb/0057.png
58.000000 rgb/0058.png
59.000000 rgb/0059.png
60.000000 rgb/0060.png
61.000000 rgb/0061.png
62.000000 rgb/0062.png
63.000000 rgb/0063.png
64.000000 rgb/0064.png
65.000000 rgb/0065.png
66.000000 rgb/0066.png
67.000000 rgb/0067.png
68.000000 rgb/0068.png
69.000000 rgb/0069.png
70.000000 rgb/0070.png
71.000000 rgb/0071.png
72.000000 rgb/0072.png
73.000000 rgb/0073.png
74.000000 rgb/0074.png
75.000000 rgb/0075.png
76.000000 rgb/0076.png
77.000000 rgb/0077.png
78.000000 rgb/0078.png
79.000000 rgb/0079.png
80.000000 rgb/0080.png
81.000000 rgb/0081.png
82.000000 rgb/0082.png
83.000000 rgb/0083.png
84.000000 rgb/0084.png
85.000000 rgb/0085.png
86.000000 rgb/0086.png
87.000000 rgb/0087.png
88.000000 rgb/0088.png
89.000000 rgb/0089.png
90.000000 rgb/0090.png
91.000000 rgb/0091.png
92.000000 rgb/0092.png
93.000000 rgb/0093.png
94.000000 rgb/0094.png
95.000000 rgb/0095.png
96.000000 rgb/0096.png
97.000000 rgb/0097.png
98.000000 rgb/0098.png
99.000000 rgb/0099.png
100.000000 rgb/0100.png
101.000000 rgb/0101.png
102.000000 rgb/0102.png
103.000000 rgb/0103.png
104.000000 rgb/0104.png
105.000000 rgb/0105.png
106.000000 rgb/0106.png
107.000000 rgb/0107.png
108.000000 rgb/0108.png
109.000000 rgb/0109.png
110.000000 rgb/0110.png
111.000000 rgb/0111.png
112.000000 rgb/0112.png
113.000000 rgb/0113.png
114.000000 rgb/0114.png
115.000000 rgb/0115.png
116.000000 rgb/0116.png
117.000000 rgb/0117.png
118.000000 rgb/0118.png
119.000000 rgb/0119.png
120.000000 rgb/0120.png
121.000000 rgb/0121.png
122.000000 rgb/0122.png
123.000000 rgb/0123.png
124.000000 rgb/0124.png
125.000000 rgb/0125.png
126.000000 rgb/0126.png
127.000000 rgb/0127.png
128.000000 rgb/0128.png
129.000000 rgb/0129.png
130.000000 rgb/0130.png
131.000000 rgb/0131.png
132.000000 rgb/0132.png
133.000000 rgb/0133.png
134.000000 rgb/0134.png
135.000000 rgb/0135.png
136.000000 rgb/0136.png
137.000000 rgb/0137.png
138.000000 rgb/0138.png
139.000000 rgb/0139.png
140.000000 rgb/0140.png
141.000000 rgb/0141.png
142.000000 rgb/0142.png
143.000000 rgb/0143.png
144.000000 rgb/0144.png
145.000000 rgb/0145.png
146.000000 rgb/0146.png
147.000000 rgb/0147.png
148.000000 rgb/0148.png
149.000000 rgb/0149.png
150.000000 rgb/0150.png
151.000000 rgb/0151.png
152.000000 rgb/0152.png
153.000000 rgb/0153.png
154.000000 rgb/0154.png
155.000000 rgb/0155.png
156.000000 rgb/0156.png
157.000000 rgb/0157.png
158.000000 rgb/0158.png
159.000000 rgb/0159.png
160.000000 rgb/0160.png
161.000000 rgb/0161.png
162.000000 rgb/0162.png
163.000000 rgb/0163.png
164.000000 rgb/0164.png
165.000000 rgb/0165.png
166.000000 rgb/0166.png
167.000000 rgb/0167.png
168.000000 rgb/0168.png
169.000000 rgb/0169.png
170.000000 rgb/0170.png
171.000000 rgb/0171.png
172.000000 rgb/0172.png
173.000000 rgb/0173.png
174.000000 rgb/0174.png
175.000000 rgb/0175.png
176.000000 rgb/0176.png
177.000000 rgb/0177.png
178.000000 rgb/0178.png
179.000000 rgb/0179.png
180.000000 rgb/0180.png
181.000000 rgb/0181.png
182.000000 rgb/0182.png
183.000000 rgb/0183.png
184.000000 rgb/0184.png
185.000000 rgb/0185.png
186.000000 rgb/0186.png
187.000000 rgb/0187.png
188.000000 rgb/0188.png
189.000000 rgb/0189.png
190.000000 rgb/0190.png
191.000000 rgb/0191.png
192.000000 rgb/0192.png
193.000000 rgb/0193.png
194.000000 rgb/0194.png
195.000000 rgb/0195.png
196.000000 rgb/0196.png
197.000000 rgb/0197.png
198.000000 rgb/0198.png
199.000000 rgb/0199.png
200.000000 rgb/0200.png
201.000000 rgb/0201.png
202.000000 rgb/0202.png
203.000000 rgb/0203.png
204.000000 rgb/0204.png
205.000000 rgb/0205.png
206.000000 rgb/0206.png
207.000000 rgb/0207.png
208.000000 rgb/0208.png
209.000000 rgb/0209.png
210.000000 rgb/0210.png
211.000000 rgb/0211.png
212.000000 rgb/0212.png
213.000000 rgb/0213.png
214.000000 rgb/0214.png
215.000000 rgb/0215.png
216.000000 rgb/0216.png
217.000000 rgb/0217.png
218.000000 rgb/0218.png
219.000000 rgb/0219.png
220.000000 rgb/0220.png
221.000000 rgb/0221.png
222.000000 rgb/0222.png
223.000000 rgb/0223.png
224.000000 rgb/0224.png
225.000000 rgb/0225.png
226.000000 rgb/0226.png
227.000000 rgb/0227.png
228.000000 rgb/0228.png
229.000000 rgb/0229.png
230.000000 rgb/0230.png
231.000000 rgb/0231.png
232.000000 rgb/0232.png
233.000000 rgb/0233.png
234.000000 rgb/0234.png
235.000000 rgb/0235.png
236.000000 rgb/0236.png
237.000000 rgb/0237.png
238.000000 rgb/0238.png
239.000000 rgb/0239.png
240.000000 rgb/0240.png
241.000000 rgb/0241.png
242.000000 rgb/0242.png
243.000000 rgb/0243.png
244.000000 rgb/0244.png
245.000000 rgb/0245.png
246.000000 rgb/0246.png
247.000000 rgb/0247.png
248.000000 rgb/0248.png
249.000000 rgb/0249.png
250.000000 rgb/0250.png
251.000000 rgb/0251.png
252.000000 rgb/0252.png
253.000000 rgb/0253.png
254.000000 rgb/0254.png
255.000000 rgb/0255.png
256.000000 rgb/0256.png
257.000000 rgb/0257.png
258.000000 rgb/0258.png
259.000000 rgb/0259.png
260.000000 rgb/0260.png
261.000000 rgb/0261.png
262.000000 rgb/0262.png
263.000000 rgb/0263.png
264.000000 rgb/0264.png
265.000000 rgb/0265.png
266.000000 rgb/0266.png
267.000000 rgb/0267.png
268.000000 rgb/0268.png
269.000000 rgb/0269.png
270.000000 rgb/0270.png
271.000000 rgb/0271.png
272.000000 rgb/0272.png
273.000000 rgb/0273.png
274.000000 rgb/0274.png
275.000000 rgb/0275.png
276.000000 rgb/0276.png
277.000000 rgb/0277.png
278.000000 rgb/0278.png
279.000000 rgb/0279.png
280.000000 rgb/0280.png
281.000000 rgb/0281.png
282.000000 rgb/0282.png
283.000000 rgb/0283.png
284.000000 rgb/0284.png
285.000000 rgb/0285.png
286.000000 rgb/0286.png
287.000000 rgb/0287.png
288.000000 rgb/0288.png
289.000000 rgb/0289.png
290.000000 rgb/0290.png
291.000000 rgb/0291.png
292.000000 rgb/0292.png
293.000000 rgb/0293.png
294.000000 rgb/0294.png
295.000000 rgb/0295.png
296.000000 rgb/0296.png
297.000000 rgb/0297.png
298.000000 rgb/0298.png
299.000000 rgb/0299.png
300.000000 rgb/0300.png
301.000000 rgb/0301.png
302.000000 rgb/0302.png
303.000000 rgb/0303.png
304.000000 rgb/0304.png
305.000000 rgb/0305.png
306.000000 rgb/0306.png
307.000000 rgb/0307.png
308.000000 rgb/0308.png
309.000000 rgb/0309.png
310.000000 rgb/0310.png
311.000000 rgb/0311.png
312.000000 rgb/0312.png
313.000000 rgb/0313.png
314.000000 rgb/0314.png
315.000000 rgb/0315.png
316.000000 rgb/0316.png
317.000000 rgb/0317.png
318.000000 rgb/0318.png
319.000000 rgb/0319.png
320.000000 rgb/0320.png
321.000000 rgb/0321.png
322.000000 rgb/0322.png
323.000000 rgb/0323.png
324.000000 rgb/0324.png
325.000000 rgb/0325.png
326.000000 rgb/0326.png
327.000000 rgb/0327.png
328.000000 rgb/0328.png
329.000000 rgb/0329.png
330.000000 rgb/0330.png
331.000000 rgb/0331.png
332.000000 rgb/0332.png
333.000000 rgb/0333.png
334.000000 rgb/0334.png
335.000000 rgb/0335.png
336.000000 rgb/0336.png
337.000000 rgb/0337.png
338.000000 rgb/0338.png
339.000000 rgb/0339.png
340.000000 rgb/0340.png
341.000000 rgb/0341.png
342.000000 rgb/0342.png
343.000000 rgb/0343.png
344.000000 rgb/0344.png
345.000000 rgb/0345.png
346.000000 rgb/0346.png
347.000000 rgb/0347.png
348.000000 rgb/0348.png
349.000000 rgb/0349.png
350.000000 rgb/0350.png
351.000000 rgb/0351.png
352.000000 rgb/0352.png
353.000000 rgb/0353.png
354.000000 rgb/0354.png
355.000000 rgb/0355.png
356.000000 rgb/0356.png
357.000000 rgb/0357.png
358.000000 rgb/0358.png
359.000000 rgb/0359.png
360.000000 rgb/0360.png
361.000000 rgb/0361.png
362.000000 rgb/0362.png
363.000000 rgb/0363.png
364.000000 rgb/0364.png
365.000000 rgb/0365.png
366.000000 rgb/0366.png
367.000000 rgb/0367.png
368.000000 rgb/0368.png
369.000000 rgb/0369.png
370.000000 rgb/0370.png
371.000000 rgb/0371.png
372.000000 rgb/0372.png
